name,role,description,device_type,manufacturer,site,location,rack,status,platform,tenant,position,face
DE-MUC-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,DE-MUC-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
DE-FRA-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,DE-FRA-BO1,MDF - Server Room,RK-DE-FRA-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
DE-FRA-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,DE-FRA-BO1,IDF 01 - Network Closet,RK-DE-FRA-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
DE-FRA-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,DE-FRA-BO1,Floor 01,RK-DE-FRA-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
DE-FRA-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,DE-FRA-BO1,Floor 02,RK-DE-FRA-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
DE-FRA-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,DE-FRA-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
ES-MAD-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,ES-MAD-BO1,MDF - Server Room,RK-ES-MAD-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
ES-MAD-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,ES-MAD-BO1,IDF 01 - Network Closet,RK-ES-MAD-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
ES-MAD-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,ES-MAD-BO1,Floor 01,RK-ES-MAD-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
ES-MAD-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,ES-MAD-BO1,Floor 02,RK-ES-MAD-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
ES-MAD-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,ES-MAD-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
IT-MIL-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,IT-MIL-BO1,MDF - Server Room,RK-IT-MIL-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
IT-MIL-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,IT-MIL-BO1,IDF 01 - Network Closet,RK-IT-MIL-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
IT-MIL-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,IT-MIL-BO1,Floor 01,RK-IT-MIL-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
IT-MIL-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,IT-MIL-BO1,Floor 02,RK-IT-MIL-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
IT-MIL-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,IT-MIL-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
IT-ROM-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,IT-ROM-BO1,MDF - Server Room,RK-IT-ROM-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
IT-ROM-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,IT-ROM-BO1,IDF 01 - Network Closet,RK-IT-ROM-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
IT-ROM-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,IT-ROM-BO1,Floor 01,RK-IT-ROM-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
IT-ROM-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,IT-ROM-BO1,Floor 02,RK-IT-ROM-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
IT-ROM-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,IT-ROM-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
CH-ZRH-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,CH-ZRH-BO1,MDF - Server Room,RK-CH-ZRH-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
CH-ZRH-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,CH-ZRH-BO1,IDF 01 - Network Closet,RK-CH-ZRH-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
CH-ZRH-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,CH-ZRH-BO1,Floor 01,RK-CH-ZRH-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
CH-ZRH-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,CH-ZRH-BO1,Floor 02,RK-CH-ZRH-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
CH-ZRH-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,CH-ZRH-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
IE-DUB-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,IE-DUB-BO1,MDF - Server Room,RK-IE-DUB-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
IE-DUB-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,IE-DUB-BO1,IDF 01 - Network Closet,RK-IE-DUB-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
IE-DUB-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,IE-DUB-BO1,Floor 01,RK-IE-DUB-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
IE-DUB-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,IE-DUB-BO1,Floor 02,RK-IE-DUB-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
IE-DUB-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,IE-DUB-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
BE-BRU-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,BE-BRU-BO1,MDF - Server Room,RK-BE-BRU-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
BE-BRU-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,BE-BRU-BO1,IDF 01 - Network Closet,RK-BE-BRU-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
BE-BRU-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,BE-BRU-BO1,Floor 01,RK-BE-BRU-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
BE-BRU-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,BE-BRU-BO1,Floor 02,RK-BE-BRU-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
BE-BRU-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,BE-BRU-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
AT-VIE-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,AT-VIE-BO1,MDF - Server Room,RK-AT-VIE-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
AT-VIE-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,AT-VIE-BO1,IDF 01 - Network Closet,RK-AT-VIE-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
AT-VIE-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,AT-VIE-BO1,Floor 01,RK-AT-VIE-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
AT-VIE-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,AT-VIE-BO1,Floor 02,RK-AT-VIE-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
AT-VIE-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,AT-VIE-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
PT-LIS-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,PT-LIS-BO1,MDF - Server Room,RK-PT-LIS-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
PT-LIS-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,PT-LIS-BO1,IDF 01 - Network Closet,RK-PT-LIS-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
PT-LIS-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,PT-LIS-BO1,Floor 01,RK-PT-LIS-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
PT-LIS-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,PT-LIS-BO1,Floor 02,RK-PT-LIS-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
PT-LIS-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,PT-LIS-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
SE-STO-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,SE-STO-BO1,MDF - Server Room,RK-SE-STO-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
SE-STO-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,SE-STO-BO1,IDF 01 - Network Closet,RK-SE-STO-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
SE-STO-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,SE-STO-BO1,Floor 01,RK-SE-STO-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
SE-STO-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,SE-STO-BO1,Floor 02,RK-SE-STO-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
SE-STO-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,SE-STO-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
PL-WAW-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,PL-WAW-BO1,MDF - Server Room,RK-PL-WAW-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
PL-WAW-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,PL-WAW-BO1,IDF 01 - Network Closet,RK-PL-WAW-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
PL-WAW-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,PL-WAW-BO1,Floor 01,RK-PL-WAW-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
PL-WAW-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,PL-WAW-BO1,Floor 02,RK-PL-WAW-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
PL-WAW-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,PL-WAW-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
NO-OSL-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,NO-OSL-BO1,MDF - Server Room,RK-NO-OSL-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
NO-OSL-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,NO-OSL-BO1,IDF 01 - Network Closet,RK-NO-OSL-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
NO-OSL-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,NO-OSL-BO1,Floor 01,RK-NO-OSL-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
NO-OSL-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,NO-OSL-BO1,Floor 02,RK-NO-OSL-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
NO-OSL-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,NO-OSL-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
AE-DXB-DC1-SPINE-01,Spine Switch,Primary Fabric Spine 01,Nexus 9508,Cisco,AE-DXB-DC1,MDF - Network Room,RK-AE-DXB-DC1-CORE-01,active,Cisco NX-OS,IT Operations,1,front
AE-DXB-DC1-SPINE-02,Spine Switch,Primary Fabric Spine 02,Nexus 9508,Cisco,AE-DXB-DC1,MDF - Network Room,RK-AE-DXB-DC1-CORE-01,active,Cisco NX-OS,IT Operations,14,front
AE-DXB-DC1-BORDER-01,Border Leaf,External Connectivity A,Nexus 93180YC-FX,Cisco,AE-DXB-DC1,MDF - Network Room,RK-AE-DXB-DC1-CORE-01,active,Cisco NX-OS,IT Operations,45,front
AE-DXB-DC1-BORDER-02,Border Leaf,External Connectivity B,Nexus 93180YC-FX,Cisco,AE-DXB-DC1,MDF - Network Room,RK-AE-DXB-DC1-CORE-01,active,Cisco NX-OS,IT Operations,44,front
AE-DXB-DC1-FW-01,Firewall,DC Edge Firewall Primary,FPR2130-NGFW-K9,Cisco,AE-DXB-DC1,MDF - Network Room,RK-AE-DXB-DC1-CORE-02,active,Cisco FTD,IT Operations,48,front
AE-DXB-DC1-FW-02,Firewall,DC Edge Firewall Redundant,FPR2130-NGFW-K9,Cisco,AE-DXB-DC1,MDF - Network Room,RK-AE-DXB-DC1-CORE-02,active,Cisco FTD,IT Operations,46,front
AE-DXB-DC1-EDGE-01,Edge Router,Internet Peering Router A,ASR1001-X,Cisco,AE-DXB-DC1,Meet-Me Room (MMR),RK-AE-DXB-DC1-NET-01,active,Cisco IOS-XE,IT Operations,48,front
AE-DXB-DC1-EDGE-02,Edge Router,Internet Peering Router B,ASR1001-X,Cisco,AE-DXB-DC1,Meet-Me Room (MMR),RK-AE-DXB-DC1-NET-01,active,Cisco IOS-XE,IT Operations,46,front
AE-DXB-DC1-LEAF-01,Leaf Switch,ToR Leaf – Rack SRV-01,Nexus 93180YC-FX,Cisco,AE-DXB-DC1,Data Hall 01,RK-AE-DXB-DC1-SRV-01,active,Cisco NX-OS,IT Operations,42,front
AE-DXB-DC1-LEAF-02,Leaf Switch,ToR Leaf – Rack SRV-02,Nexus 93180YC-FX,Cisco,AE-DXB-DC1,Data Hall 01,RK-AE-DXB-DC1-SRV-02,active,Cisco NX-OS,IT Operations,42,front
AE-DXB-DC1-LEAF-03,Leaf Switch,ToR Leaf – Rack SRV-03,Nexus 93180YC-FX,Cisco,AE-DXB-DC1,Data Hall 02,RK-AE-DXB-DC1-SRV-03,active,Cisco NX-OS,IT Operations,42,front
AE-DXB-DC1-ACC-01,Access Switch,Staging Area Access,Catalyst 9300-48P,Cisco,AE-DXB-DC1,Staging Area,RK-AE-DXB-DC1-STG-01,active,Cisco IOS-XE,IT Operations,45,front
AE-DXB-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,AE-DXB-BO1,MDF - Server Room,RK-AE-DXB-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
AE-DXB-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,AE-DXB-BO1,IDF 01 - Network Closet,RK-AE-DXB-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
AE-DXB-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,AE-DXB-BO1,Floor 01,RK-AE-DXB-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
AE-DXB-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,AE-DXB-BO1,Floor 02,RK-AE-DXB-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
AE-DXB-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,AE-DXB-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
SA-RUH-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,SA-RUH-BO1,MDF - Server Room,RK-SA-RUH-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
SA-RUH-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,SA-RUH-BO1,IDF 01 - Network Closet,RK-SA-RUH-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
SA-RUH-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,SA-RUH-BO1,Floor 01,RK-SA-RUH-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
SA-RUH-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,SA-RUH-BO1,Floor 02,RK-SA-RUH-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
SA-RUH-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,SA-RUH-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
EG-CAI-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,EG-CAI-BO1,MDF - Server Room,RK-EG-CAI-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
EG-CAI-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,EG-CAI-BO1,IDF 01 - Network Closet,RK-EG-CAI-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
EG-CAI-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,EG-CAI-BO1,Floor 01,RK-EG-CAI-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
EG-CAI-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,EG-CAI-BO1,Floor 02,RK-EG-CAI-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
EG-CAI-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,EG-CAI-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
ZA-JNB-DC1-SPINE-01,Spine Switch,Primary Fabric Spine 01,Nexus 9508,Cisco,ZA-JNB-DC1,MDF - Network Room,RK-ZA-JNB-DC1-CORE-01,active,Cisco NX-OS,IT Operations,1,front
ZA-JNB-DC1-SPINE-02,Spine Switch,Primary Fabric Spine 02,Nexus 9508,Cisco,ZA-JNB-DC1,MDF - Network Room,RK-ZA-JNB-DC1-CORE-01,active,Cisco NX-OS,IT Operations,14,front
ZA-JNB-DC1-BORDER-01,Border Leaf,External Connectivity A,Nexus 93180YC-FX,Cisco,ZA-JNB-DC1,MDF - Network Room,RK-ZA-JNB-DC1-CORE-01,active,Cisco NX-OS,IT Operations,45,front
ZA-JNB-DC1-BORDER-02,Border Leaf,External Connectivity B,Nexus 93180YC-FX,Cisco,ZA-JNB-DC1,MDF - Network Room,RK-ZA-JNB-DC1-CORE-01,active,Cisco NX-OS,IT Operations,44,front
ZA-JNB-DC1-FW-01,Firewall,DC Edge Firewall Primary,FPR2130-NGFW-K9,Cisco,ZA-JNB-DC1,MDF - Network Room,RK-ZA-JNB-DC1-CORE-02,active,Cisco FTD,IT Operations,48,front
ZA-JNB-DC1-FW-02,Firewall,DC Edge Firewall Redundant,FPR2130-NGFW-K9,Cisco,ZA-JNB-DC1,MDF - Network Room,RK-ZA-JNB-DC1-CORE-02,active,Cisco FTD,IT Operations,46,front
ZA-JNB-DC1-EDGE-01,Edge Router,Internet Peering Router A,ASR1001-X,Cisco,ZA-JNB-DC1,Meet-Me Room (MMR),RK-ZA-JNB-DC1-NET-01,active,Cisco IOS-XE,IT Operations,48,front
ZA-JNB-DC1-EDGE-02,Edge Router,Internet Peering Router B,ASR1001-X,Cisco,ZA-JNB-DC1,Meet-Me Room (MMR),RK-ZA-JNB-DC1-NET-01,active,Cisco IOS-XE,IT Operations,46,front
ZA-JNB-DC1-LEAF-01,Leaf Switch,ToR Leaf – Rack SRV-01,Nexus 93180YC-FX,Cisco,ZA-JNB-DC1,Data Hall 01,RK-ZA-JNB-DC1-SRV-01,active,Cisco NX-OS,IT Operations,42,front
ZA-JNB-DC1-LEAF-02,Leaf Switch,ToR Leaf – Rack SRV-02,Nexus 93180YC-FX,Cisco,ZA-JNB-DC1,Data Hall 01,RK-ZA-JNB-DC1-SRV-02,active,Cisco NX-OS,IT Operations,42,front
ZA-JNB-DC1-LEAF-03,Leaf Switch,ToR Leaf – Rack SRV-03,Nexus 93180YC-FX,Cisco,ZA-JNB-DC1,Data Hall 02,RK-ZA-JNB-DC1-SRV-03,active,Cisco NX-OS,IT Operations,42,front
ZA-JNB-DC1-ACC-01,Access Switch,Staging Area Access,Catalyst 9300-48P,Cisco,ZA-JNB-DC1,Staging Area,RK-ZA-JNB-DC1-STG-01,active,Cisco IOS-XE,IT Operations,45,front
NG-LOS-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,NG-LOS-BO1,MDF - Server Room,RK-NG-LOS-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
NG-LOS-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,NG-LOS-BO1,IDF 01 - Network Closet,RK-NG-LOS-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
NG-LOS-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,NG-LOS-BO1,Floor 01,RK-NG-LOS-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
NG-LOS-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,NG-LOS-BO1,Floor 02,RK-NG-LOS-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
NG-LOS-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,NG-LOS-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
KE-NBO-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,KE-NBO-BO1,MDF - Server Room,RK-KE-NBO-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
KE-NBO-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,KE-NBO-BO1,IDF 01 - Network Closet,RK-KE-NBO-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
KE-NBO-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,KE-NBO-BO1,Floor 01,RK-KE-NBO-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
KE-NBO-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,KE-NBO-BO1,Floor 02,RK-KE-NBO-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
KE-NBO-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,KE-NBO-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
HK-HKG-DC1-SPINE-01,Spine Switch,Primary Fabric Spine 01,Nexus 9508,Cisco,HK-HKG-DC1,MDF - Network Room,RK-HK-HKG-DC1-CORE-01,active,Cisco NX-OS,IT Operations,1,front
HK-HKG-DC1-SPINE-02,Spine Switch,Primary Fabric Spine 02,Nexus 9508,Cisco,HK-HKG-DC1,MDF - Network Room,RK-HK-HKG-DC1-CORE-01,active,Cisco NX-OS,IT Operations,14,front
HK-HKG-DC1-BORDER-01,Border Leaf,External Connectivity A,Nexus 93180YC-FX,Cisco,HK-HKG-DC1,MDF - Network Room,RK-HK-HKG-DC1-CORE-01,active,Cisco NX-OS,IT Operations,45,front
HK-HKG-DC1-BORDER-02,Border Leaf,External Connectivity B,Nexus 93180YC-FX,Cisco,HK-HKG-DC1,MDF - Network Room,RK-HK-HKG-DC1-CORE-01,active,Cisco NX-OS,IT Operations,44,front
HK-HKG-DC1-FW-01,Firewall,DC Edge Firewall Primary,FPR2130-NGFW-K9,Cisco,HK-HKG-DC1,MDF - Network Room,RK-HK-HKG-DC1-CORE-02,active,Cisco FTD,IT Operations,48,front
HK-HKG-DC1-FW-02,Firewall,DC Edge Firewall Redundant,FPR2130-NGFW-K9,Cisco,HK-HKG-DC1,MDF - Network Room,RK-HK-HKG-DC1-CORE-02,active,Cisco FTD,IT Operations,46,front
HK-HKG-DC1-EDGE-01,Edge Router,Internet Peering Router A,ASR1001-X,Cisco,HK-HKG-DC1,Meet-Me Room (MMR),RK-HK-HKG-DC1-NET-01,active,Cisco IOS-XE,IT Operations,48,front
HK-HKG-DC1-EDGE-02,Edge Router,Internet Peering Router B,ASR1001-X,Cisco,HK-HKG-DC1,Meet-Me Room (MMR),RK-HK-HKG-DC1-NET-01,active,Cisco IOS-XE,IT Operations,46,front
HK-HKG-DC1-LEAF-01,Leaf Switch,ToR Leaf – Rack SRV-01,Nexus 93180YC-FX,Cisco,HK-HKG-DC1,Data Hall 01,RK-HK-HKG-DC1-SRV-01,active,Cisco NX-OS,IT Operations,42,front
HK-HKG-DC1-LEAF-02,Leaf Switch,ToR Leaf – Rack SRV-02,Nexus 93180YC-FX,Cisco,HK-HKG-DC1,Data Hall 01,RK-HK-HKG-DC1-SRV-02,active,Cisco NX-OS,IT Operations,42,front
HK-HKG-DC1-LEAF-03,Leaf Switch,ToR Leaf – Rack SRV-03,Nexus 93180YC-FX,Cisco,HK-HKG-DC1,Data Hall 02,RK-HK-HKG-DC1-SRV-03,active,Cisco NX-OS,IT Operations,42,front
HK-HKG-DC1-ACC-01,Access Switch,Staging Area Access,Catalyst 9300-48P,Cisco,HK-HKG-DC1,Staging Area,RK-HK-HKG-DC1-STG-01,active,Cisco IOS-XE,IT Operations,45,front
HK-HKG-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,HK-HKG-BO1,MDF - Server Room,RK-HK-HKG-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
